648,648,,,40,1242,76,30.00, 2.69, 2.62,1413,3803.00
649,649,,,47,1189,56,24.00, 3.06, 2.68,1413,4322.00
650,650,,,45,1257,55,19.00, 2.89, 2.81,1413,4082.00
651,651,,,44,1238,45,19.00, 2.33, 2.40,1413,3294.00
652,652,,,48,1208,41,13.00, 2.12, 2.02,1413,2990.00
653,653,,,47,1268,43,15.00, 2.13, 2.35,1413,3009.00
654,654,,,54,1261,49,20.00, 2.51, 2.60,1413,3541.00
655,655,,,53,1277,50,15.00, 2.41, 2.11,1413,3404.00
656,656,,,56,1273,38,12.00, 2.28, 2.03,1413,3224.00
657,657,,,61,1278,47,10.00, 2.31, 1.87,1413,3268.00
658,658,,,54,1277,67,15.00, 2.81, 2.11,1413,3971.00
659,659,,,51,1268,62,18.00, 2.65, 2.30,1413,3742.00
660,660,,,55,1210,51,12.00, 2.42, 1.99,1413,3414.00
661,661,,,55,1197,40,16.00, 2.58, 2.48,1413,3645.00
662,662,,,61,1210,43,13.00, 2.19, 1.94,1413,3094.00
663,663,,,64,1145,105,12.00, 2.49, 2.30,1413,3525.00
664,664,,,60,1149,97,12.00, 2.36, 2.21,1413,3333.00
665,665,,,66,1165,98,12.00, 2.03, 1.83,1413,2866.00
666,666,,,57,1163,97, 9.00, 2.19, 1.80,1413,3098.00
667,667,,,73,1170,96,12.00, 2.24, 1.98,1413,3165.00
668,668,,,70,1186,98,13.00, 2.41, 2.13,1413,3400.00
669,669,,,62,1191,102,14.00, 2.20, 2.04,1413,3105.00
670,670,,,62,1233,102,161.00,54.62,32.44,3421,186847.00
671,671,,,61,1207,89,14.00, 3.21, 2.39,2103,6743.00
672,672,,,60,1190,88,19.00, 2.84, 2.50,1413,4011.00
673,673,,,49,1188,84,14.00, 2.51, 2.17,1413,3549.00
674,674,,,70,1197,89,18.00, 3.00, 2.82,1413,4241.00
675,675,,,51,1247,92,19.00, 2.33, 2.50,1413,3287.00
676,676,,,48,1260,90,15.00, 2.29, 2.36,1413,3231.00
677,677,,,48,1273,87,15.00, 2.50, 2.12,1413,3539.00
678,678,,,57,1269,85,12.00, 2.69, 2.06,1413,3802.00
679,679,,,58,1237,84,17.00, 3.02, 2.45,1413,4265.00
680,680,,,48,1230,89,18.00, 3.26, 2.62,1413,4606.00
681,681,,,47,1241,79,17.00, 3.15, 2.66,1413,4450.00
682,682,,,51,1262,76,17.00, 3.27, 2.57,1413,4623.00
683,683,EXC DUCT,*FIX*,52,1217,77,135.00,60.44,27.49,2954,178527.00
684,684,,,76,1240,92,17.00, 3.08, 2.91,1413,4355.00
685,685,,,78,1255,93,14.00, 2.66, 2.39,1413,3754.00
686,686,,,79,1272,91,15.00, 2.58, 2.04,1413,3642.00
687,687,,,74,1268,86,15.00, 2.55, 2.12,1413,3598.00
688,688,,,68,1255,87,15.00, 2.61, 2.38,1413,3684.00
689,689,,,67,1238,86,19.00, 3.07, 2.71,1413,4332.00
690,690,,,75,1253,80,15.00, 2.73, 2.53,1413,3858.00
691,691,,,81,1261,82,20.00, 2.96, 2.54,1413,4180.00
692,692,,,66,1267,85,13.00, 2.59, 2.11,1413,3654.00
693,693,,,96,1323,67,17.00, 2.47, 2.37,3065,7572.00
694,694,,,91,1343,61,14.00, 2.47, 2.33,1413,3493.00
695,695,,,87,1348,73,16.00, 2.97, 2.51,1413,4191.00
696,696,,,89,1317,75,19.00, 2.31, 2.23,1413,3268.00
697,697,,,83,1325,77,18.00, 2.53, 2.36,1413,3572.00
698,698,,,76,1345,93,40.00, 2.39, 2.62,1413,3382.00
699,699,,,71,1326,93,11.00, 1.90, 1.82,1413,2686.00
700,700,,,89,1402,74,16.00, 3.48, 2.39,1413,4912.00
701,701,,,85,1396,82,13.00, 2.82, 2.22,1413,3990.00
702,702,,,90,1469,61,217.00,59.35,42.80,3545,210382.00
703,703,,,85,1401,51,31.00, 3.32, 2.67,1413,4688.00
704,704,,,92,1390,55,27.00, 4.77, 3.67,1413,6744.00
705,705,,,79,1390,35,193.00,70.40,42.26,3119,219576.00
706,706,,,87,1315,64,19.00, 2.81, 2.39,1413,3967.00
707,707,,,84,1343,58,13.00, 2.42, 2.31,1413,3418.00
708,708,,,84,1340,46,12.00, 2.06, 2.18,1413,2913.00
709,709,,,78,1326,43,15.00, 2.54, 2.33,1413,3588.00
710,710,,,74,1337,44,23.00, 2.65, 2.65,1413,3742.00
711,711,,,74,1316,36,13.00, 2.59, 2.02,1413,3660.00
712,712,,,40,1308,68,12.00, 1.90, 1.92,2103,3990.00
713,713,,,45,1324,68,17.00, 2.18, 2.22,1413,3077.00
714,714,,,60,1330,93,13.00, 2.19, 2.27,1413,3094.00
715,715,,,63,1314,92,20.00, 2.43, 1.93,1413,3432.00
716,716,,,69,1340,93,40.00, 2.28, 2.61,1413,3222.00
717,717,,,46,1400,74,15.00, 3.15, 2.35,1413,4457.00
718,718,ILsHL,*FIX*,49,1395,83,14.00, 2.66, 2.28,1413,3760.00
719,719,AMsOL,*FIX*,46,1435,53,14.00, 2.75, 2.38,1413,3885.00
720,720,ARCpDL,*FIX*,55,1433,50,21.00, 3.64, 2.72,1413,5149.00
721,721,,,51,1409,49,175.00,59.78,36.12,3371,201513.00
722,722,,,51,1314,64,24.00, 2.60, 2.35,1413,3667.00
723,723,,,51,1327,61,24.00, 2.33, 2.51,1413,3287.00
724,724,,,51,1340,56,19.00, 2.11, 2.33,1413,2975.00
725,725,,,43,1339,61,16.00, 2.01, 2.52,1413,2844.00
726,726,,,54,1337,44,18.00, 2.44, 2.57,1413,3445.00
727,727,,,56,1350,37,169.00,61.23,36.32,3781,231514.00
728,728,,,62,1331,42,20.00, 2.89, 2.75,1413,4080.00
729,729,,,62,1319,38,13.00, 2.77, 2.08,1413,3909.00
730,730,,,62,1597,78,152.00,44.56,29.39,3213,143181.00
731,731,,,86,1495,65,136.00,41.01,22.20,4122,169061.00
732,732,,,63,1522,86,17.00, 2.48, 2.34,1413,3510.00
734,734,,,70,1504,89,135.00,19.61,26.85,2345,45978.00
735,735,,,64,1493,89,13.00, 2.77, 2.33,1413,3907.00
737,737,,,72,1474,89,187.00,37.66,42.36,3241,122062.00
738,738,,,63,1471,89,18.00, 3.22, 2.86,1413,4555.00
739,739,,,63,1446,91,22.00, 2.74, 2.37,1413,3869.00
740,740,,,72,1455,91,21.00, 2.57, 2.40,1413,3635.00
741,741,,,67,1307,105,158.00,53.31,27.58,2339,124688.00
742,742,hyp7V1,*FIX*,66,1330,103,13.00, 2.14, 2.13,1413,3020.00
743,743,,,67,1466,96,15.00, 2.29, 2.28,1413,3240.00
744,744,,,74,1449,39,18.00, 2.31, 2.25,1413,3260.00
745,745,,,60,1459,41,211.00,76.78,44.32,3150,241854.00
746,746,,,66,1350,25,128.00,48.00,22.45,3870,185742.00
747,747,,,66,1445,33,161.00,56.48,31.89,3374,190568.00
748,748,,,74,1469,38,12.00, 2.00, 2.03,1413,2827.00
750,750,,,67,1459,33,146.00,24.01,35.58,2265,54379.00
751,751,,,55,1359,80,14.00, 2.72, 2.28,1413,3843.00
752,752,,,66,1376,45,14.00, 2.88, 2.40,1413,4068.00
754,754,,,75,1380,48,179.00,33.08,46.28,2311,76440.00
755,755,,,76,1369,87,167.00,67.59,33.39,3405,230134.00
