293,293,IL2VL,,62,1351,98,187.00,64.00,40.18,2962,189558.00
698,698,IL2VR,,76,1345,93,40.00, 2.39, 2.62,1413,3382.00
138,138,ILSHDL,,52,1400,48,222.00,80.76,45.81,2630,212406.00
705,705,ILSHDR,,79,1390,35,193.00,70.40,42.26,3119,219576.00
718,718,ILSHL,,49,1395,83,14.00, 2.66, 2.28,1413,3760.00
701,701,ILSHR,,85,1396,82,13.00, 2.82, 2.22,1413,3990.00
739,739,ILSHVL,,63,1446,91,22.00, 2.74, 2.37,1413,3869.00
370,370,ILSHVR,,70,1429,91,217.00,62.98,41.80,3464,218179.00
244,244,ILSODL,,60,1480,39,191.00,57.70,42.20,3519,203034.00
748,748,ILSODR,,74,1469,38,12.00, 2.00, 2.03,1413,2827.00
63,63,ILSOL,,46,1419,74,169.00,59.43,34.61,4101,243736.00
584,584,ILSOR,,88,1427,72,204.00,73.59,46.89,3683,271032.00
738,738,ILSOVL,,63,1471,89,18.00, 3.22, 2.86,1413,4555.00
740,740,ILSOVR,,72,1455,91,21.00, 2.57, 2.40,1413,3635.00
144,144,IML,,54,380,75,195.00,59.29,41.71,4639,275040.00
462,462,IMR,,76,396,75,220.00,61.71,46.24,4221,260497.00
416,416,IND2,,74,994,46,92.00,30.71,15.40,6874,211068.00
327,327,IND3,,67,928,45,72.00,28.04,12.13,6036,169271.00
261,261,IND4,,66,853,46,80.00,28.75,13.45,8109,233119.00
421,421,IND5,,75,770,52,111.00,30.19,15.21,7130,215227.00
274,274,IND6,,64,620,49,108.00,32.48,17.47,7037,228545.00
275,275,IND7,,63,526,48,107.00,35.91,18.81,6618,237637.00
893,893,IND8,,56,429,50,106.00,41.91,23.16,3585,150252.00
894,894,IND9,,55,375,45,151.00,48.42,29.15,4765,230742.00
135,135,INDL1,,54,1044,36,78.00,30.90,14.79,6319,195274.00
888,888,INDR1,,74,1040,44,147.00,37.81,20.87,5742,217097.00
192,192,INV2,,57,1007,84,80.00,26.81,12.10,6051,162223.00
265,265,INV3,,63,924,80,69.00,25.77,11.12,6209,160017.00
889,889,INV4,,68,829,79,72.00,28.03,12.55,5889,165080.00
890,890,INV5,,57,712,43,79.00,29.18,13.18,6049,176528.00
891,891,INV6,,73,664,70,111.00,35.24,17.63,6396,225412.00
302,302,INV7,,65,578,76,98.00,33.35,17.32,5976,199293.00
892,892,INV8,,63,480,74,114.00,39.60,21.34,5108,202252.00
264,264,INV9,,64,390,77,161.00,53.26,32.53,3896,207482.00
132,132,INVL1,,52,1057,69,84.00,30.32,13.03,3909,118527.00
395,395,INVR1,,74,1058,83,97.00,35.31,17.51,5350,188901.00
816,816,K',,74,318,53,27.00, 6.76, 3.57,1413,9557.00
792,792,K,,59,310,50,30.00, 6.12, 3.95,1413,8643.00
161,161,LUAL,,55,282,56,255.00,90.25,66.99,3088,278677.00
423,423,LUAR,,75,279,56,253.00,97.91,70.84,2852,279235.00
479,479,M,,78,591,65,156.00,41.47,28.75,5590,231833.00
492,492,M1,,78,1151,45,227.00,76.91,53.19,3085,237263.00
